0 7 0 4 1 575 2060 2029 1960547517959
0 7 0 5 1 490 2058 2019 1960547517959
0 7 0 6 1 509 2060 2030 1960547517959
0 7 0 7 1 585 2061 2027 1960547517959
0 7 0 8 1 582 2062 2016 1960547517959
0 7 0 9 1 533 2064 2011 1960547517959
0 7 0 10 1 486 2064 2011 1960547517959
0 7 0 11 1 496 2062 2011 1960547517959
0 7 0 12 1 587 2064 2006 1960547517959
0 7 0 13 1 571 2059 2012 1960547517959
0 7 0 14 1 523 2072 2016 1960547517959
0 7 0 15 1 532 2051 2011 1960547517959
0 7 0 16 1 492 2058 2009 1960547517959
0 7 0 17 1 510 2043 2024 1960547517959
0 7 0 18 1 583 2056 2019 1960547517959
0 7 0 19 1 504 2064 2015 1960547517959
0 7 0 20 1 520 2067 2015 1960547517959
0 7 0 21 1 560 2064 2012 1960547517959
0 7 0 22 1 494 2045 2032 1960547517959
0 7 0 23 1 582 2059 2006 1960547517959
0 7 0 24 1 603 2083 2017 1960547517959
0 7 0 25 0 3366 2099 2105 1960547542726
0 7 0 26 0 3408 2099 2133 1960547542726
0 7 0 27 0 3335 2097 2119 1960547542726
0 7 0 28 0 3345 2088 2099 1960547542726
0 7 1 26 0 3240 2115 2133 1960547542727
0 7 1 27 0 3255 2118 2118 1960547542727
0 7 1 28 0 3242 2078 2134 1960547542727
0 7 1 7 1 349 2078 2029 1960547567958
0 7 1 8 1 352 2092 2043 1960547567958
0 7 1 9 1 372 2067 2036 1960547567958
0 7 1 10 1 355 2040 2025 1960547567958
0 7 1 11 1 354 2056 2016 1960547567958
0 7 1 12 1 360 2060 2023 1960547567958
0 7 1 13 1 377 2047 2023 1960547567958
0 7 1 14 1 368 2070 2009 1960547567958
0 7 1 15 1 355 2070 2019 1960547567958
0 7 1 16 1 426 2083 2051 1960547567958
0 7 1 17 1 378 2069 2032 1960547567958
0 7 1 18 1 372 2060 2009 1960547567958
0 7 1 19 1 355 2064 2023 1960547567958
0 7 1 20 1 362 2060 2028 1960547567958
0 7 1 21 1 367 2058 2024 1960547567958
0 7 1 22 1 361 2072 2026 1960547567958
0 7 1 23 1 379 2083 2051 1960547567958
0 7 1 24 1 373 2059 2013 1960547567958
0 7 0 4 1 574 2077 2038 1960547567959
0 7 0 5 1 488 2056 2016 1960547567959
0 7 0 6 1 509 2064 2043 1960547567959
0 7 0 7 1 587 2081 2026 1960547567959
